250:3250,285,2031,302,654,58,616,866,8,65
253:17,302,654,76,58,616,866,650,8,65
257:65,709,296,354,17,866,65,84,669,81
272:654,76,58,616,866,650,8,65,29,518
273:967,17,302,654,76,866,650,65,669,224
288:699,116,1548,5998,17,76,58,616,866,650
290:18867,13501,17,302,654,76,58,616,866,650
291:61628,16625,17,302,654,76,58,616,866,650
292:10930,654,76,58,616,866,65,669,224,81
294:17,302,76,866,8,65,29,669,224,508
328:302,654,76,58,616,866,650,8,65,84
331:17,302,654,76,58,616,866,650,8,65
345:29573,62840,11401,17,302,654,76,58,616,866
361:76,58,616,650,8,65,29,518,669,224
376:8683,17,302,76,58,616,866,650,8,65
384:4940,1979,1684,17,302,654,76,616,866,650
401:14202,1009,19431,58,616,866,650,65,29,669
402:3304,4793,16056,302,654,866,8,65,84,518
410:17,302,654,76,58,616,866,650,8,65
448:53377,598,17532,302,654,76,58,616,866,650
449:65,1039,5214,54210,11484,17,302,654,58,616
450:65,116,1039,53377,5567,8276,559,8105,990,9525
452:749,17,302,654,76,58,616,866,650,8
476:398,8213,17,302,654,76,58,616,866,650
488:1548,1196,4478,3304,43182,376,17,302,76,58
490:17,302,76,866,650,65,29,669,224,81
494:14202,11,10066,1212,9942,6923,356,17,654,58
500:17,302,654,76,58,616,866,650,8,65
514:8276,5214,18287,17,302,654,76,58,616,866
525:116,302,654,58,616,866,650,65,84,29
535:17,76,866,650,8,65,29,518,669,224
536:813,8276,97,813,302,654,76,58,616,866
538:10269,5258,302,654,76,58,616,866,650,65
539:14202,1039,7409,17,654,58,866,8,65,84
564:65,709,86763,97,1891,76,650,8,65,84
582:1550,76,616,866,65,84,29,518,669,81
585:185,17,17,302,654,76,58,616,866,650
590:11108,2073,654,76,866,650,8,65,29,518
601:31717,17,302,654,76,58,616,866,650,8
618:17,302,654,76,58,616,866,650,8,65
624:17,302,654,76,58,616,866,650,8,65
627:17,302,654,76,58,616,866,650,8,65
628:17,302,654,76,58,616,866,650,8,65
632:17,302,654,76,58,616,866,650,8,65
633:1039,302,654,76,58,866,650,8,65,84
634:17,302,654,76,58,616,866,650,8,65
646:20382,17,302,654,76,58,616,650,8,65
666:10192,4510,17,302,654,76,58,616,866,650
667:1405,37653,17,302,654,76,58,616,866,8
669:17,302,654,76,58,616,866,650,8,65
678:65,720,30911,901,76,1535,21462,22518,17,302
680:65,559,17,654,58,616,866,650,8,65
681:46215,6411,8786,17,302,654,76,58,616,866
682:2614,709,18867,44,336,14498,26376,9491,19236,2460
683:17,302,654,76,58,616,866,650,8,65
684:17,302,654,76,58,616,866,650,8,65
715:17,302,654,76,58,616,866,650,8,65
716:17,302,654,76,58,616,866,650,8,65
741:1803,301,17,302,654,76,58,616,866,650
750:1382,1217,559,19963,14129,2059,2369,2200,34508,84361
754:709,18867,356,2085,4034,8546,101326,17,302,654
756:1217,8105,285,76,616,866,650,8,65,84
757:17,302,654,76,58,616,866,650,8,65
758:4374,15676,407,15,19354,10046,356,1109,1240,17
763:354,40704,17,866,650,8,65,84,29,518
773:28635,17,302,654,76,58,616,866,650,8
774:65,116,1245,521,4669,17,302,76,866,650
775:13070,559,8683,76,58,866,518,669,224,81
782:1039,29709,1825,9617,7145,103144,71891,7145,302,654
784:14202,5159,17,302,76,866,650,65,84,29
793:709,116,3250,13636,398,40393,10075,3448,4756,15937
803:17,302,654,76,58,616,866,650,8,65
813:8276,35068,17,302,654,616,866,650,84,29
815:749,302,654,76,58,866,8,65,84,29
817:749,76,58,616,866,650,8,65,29,518
818:12657,17,302,654,76,58,616,866,650,8
823:21145,14498,1744,28,71891,17,302,654,76,58
825:3632,77914,654,58,616,866,650,8,29,518
833:3632,1548,17164,559,2982,220,2369,6759,1410,302
835:8276,302,654,76,58,616,866,650,65,84
838:8066,8066,17,302,654,76,58,616,866,650
844:76,58,8,65,29,518,669,81,285,70
850:17,302,654,76,58,616,866,650,8,65
856:709,19984,598,73474,13498,1958,364,1101,303,5567
857:709,3476,302,76,866,650,8,65,84,518
874:9617,21145,296,9617,1696,19669,81912,932,302,76
891:17,302,654,76,58,616,650,8,65,84
899:709,5567,10930,1815,17,302,654,76,58,616
900:17,302,654,76,58,616,866,650,8,65
911:302,654,76,58,616,866,650,8,65,84
918:2917,17,302,654,58,616,866,650,8,65
925:17,302,654,76,58,616,866,650,8,65
926:116,19963,7973,302,76,58,866,650,8,65
937:3915,23122,61146,776,3485,302,654,76,58,616
949:1790,17,302,654,76,58,616,866,650,8
964:17,302,654,76,58,616,866,650,8,65
970:5998,17,302,654,76,58,616,866,650,8
977:709,6957,1217,11154,17,650,65,29,518,669
981:4513,17,302,654,76,58,616,866,650,8
982:17,302,654,76,58,616,866,650,8,65
984:709,1109,15,395,4268,1572,21899,1217,17,654
992:2068,17,302,654,76,58,616,866,650,8
993:18057,654,76,58,616,65,84,29,518,669
998:6573,17,302,654,76,58,616,866,650,65
1000:65,709,14202,3233,17,58,866,8,65,84
1007:709,116,356,17,654,866,8,65,84,29
1027:17,302,654,76,58,616,866,650,8,65
1028:17,302,76,58,616,866,650,65,29,518
1044:4288,1874,17,302,654,76,58,616,866,650
1045:65,559,356,17,76,58,866,650,8,65
1049:17,302,654,76,58,616,866,650,8,65
1068:17,302,654,76,58,616,866,650,8,65
1069:14202,749,1217,28684,1187,875,654,76,866,8
1070:5553,1405,18315,32743,93265,56,17,76,58,616
1082:15141,866,650,65,84,518,669,224,81,285
1083:1034,17,302,654,76,58,616,866,650,8
1088:6809,119,2982,23266,3642,12442,10046,17,302,654
1094:16319,1039,58,616,29,669,224,81,285,508
1116:65,302,654,76,58,616,866,650,8,65
1121:17,17,302,654,76,58,616,866,650,8
1125:1039,2982,3191,278,829,84,302,654,76,58
1127:65,20505,427,1703,17,302,654,76,58,616
1132:17,302,654,76,58,866,650,8,84,29
1133:14202,3476,497,76,650,8,65,518,669,224
1140:302,58,302,76,58,616,866,8,65,84
1141:17,302,654,76,58,616,866,650,8,65
1148:17,302,654,76,58,616,866,650,8,65
1153:26460,6968,17,654,76,58,616,866,650,65
1163:1097,17,302,654,76,58,616,866,650,8
1166:17,302,654,76,58,616,866,650,8,84
1172:7984,56962,24429,889,17,302,654,76,58,616
1192:17,302,76,58,616,866,650,8,65,29
1204:17,302,654,76,58,616,866,650,8,65
1208:17,302,654,76,58,616,866,650,8,65
1209:28541,1218,17,302,654,76,58,616,866,650
1234:38251,17,302,654,76,58,616,866,650,8
1236:65,17,302,654,76,58,616,866,650,8
1245:65,302,654,76,58,616,866,650,8,65
1263:8683,1384,17,302,76,58,866,650,8,65
1267:2868,1614,1960,19300,1567,22723,490,2200,6837,29552
1269:4021,17,302,654,76,58,616,866,650,8
1288:67016,17,302,654,76,58,616,866,650,8
1295:8730,1719,22606,1155,15,6759,76,616,866,65
1296:709,17,654,76,58,866,650,8,65,84
1302:709,17,302,654,76,616,866,650,8,65
1305:28,17,302,76,58,866,650,8,65,84
1342:17,302,654,76,58,616,866,650,65,84
1382:11243,17,302,654,76,58,616,866,650,8
1389:17,302,654,76,58,616,866,650,8,65
1391:17,302,654,76,58,616,866,650,8,65
1397:17,302,654,76,58,616,866,650,8,65
1402:302,76,58,616,866,650,8,65,84,518
1405:17,302,654,76,58,616,866,650,8,65
1407:1324,17,302,654,76,58,616,866,650,8
1408:17,17,302,654,58,616,866,650,65,84
1409:179,387,908,616,8,65,669,81,285,508
1412:2013,17,302,654,76,58,616,866,650,8
1413:116,3250,65,669,81,285,508,15,322,542
1418:1405,1684,654,76,866,650,669,224,81,285
1419:17,302,654,76,58,616,866,650,8,65
1420:179,302,654,76,58,616,866,650,8,65
1427:14202,3476,18867,427,4187,1344,4203,10856,3159,17
1430:766,1196,4522,3057,6346,2657,58,17,302,654
1431:285,654,76,58,616,866,650,8,65,84
1435:967,1930,302,76,58,616,866,65,84,29
1437:17,302,654,76,58,616,866,650,8,65
1441:6559,17,302,654,76,58,616,866,650,8
1447:18867,17,302,654,76,58,616,866,650,8
1448:17,302,654,76,58,616,866,650,8,65
1457:322,17,302,654,76,58,616,866,650,8
1458:15,10520,11522,14330,17,17,302,76,58,616
1469:12259,32741,302,76,58,616,866,65,84,518
1477:6527,22136,17,302,654,76,58,616,866,650
1486:17,302,654,76,58,616,866,650,8,65
1490:65,10973,17,302,654,76,58,616,866,650
1491:302,654,76,58,616,866,650,8,65,84
1500:5103,1196,2101,302,76,58,650,65,84,29
1503:454,654,76,58,616,866,650,8,65,669
1517:17,302,654,76,58,616,866,650,8,65
1518:65,17,302,654,76,58,616,866,650,8
1535:709,5465,116,13739,3476,568,7194,5575,236,4205
1551:8276,616,866,650,8,65,518,669,81,508
1552:17,302,654,76,58,616,866,650,8,65
1553:8683,518,17,302,654,76,58,616,866,650
1559:5991,302,654,76,616,866,650,8,65,84
1560:17164,85755,10323,27251,3297,17,302,76,58,866
1561:813,6809,8868,97,2816,9617,19984,902,11720,210
1562:709,5465,6809,654,616,650,8,65,29,518
1569:986,986,986,986,986,986,986,986,986,986
1570:18835,17,302,654,76,58,616,866,650,8
1588:3886,17,302,654,76,58,616,866,650,8
1589:1217,42489,86063,654,76,58,616,866,650,8
1591:17,302,654,76,58,616,866,650,8,65
1601:749,3841,17,302,654,76,58,616,866,650
1602:185,16056,17,302,654,76,58,616,866,650
1629:1039,119,1410,559,17,302,654,76,58,616
1634:17,302,654,76,58,616,866,650,8,65
1642:302,654,76,58,866,650,8,65,518,669
1653:23813,17,302,654,76,58,616,866,650,8
1654:8105,9789,25164,302,866,650,8,84,29,518
1655:1009,16514,654,76,866,650,8,65,29,669
1668:6855,43182,15522,143,76,616,866,650,8,65
1681:3915,518,17,58,616,866,650,8,65,84
1703:709,650,116,20192,7312,302,654,76,58,616
1721:17,302,654,76,58,616,866,650,8,65
1727:68712,5315,17,302,654,76,58,616,866,650
1728:302,76,58,616,866,650,8,65,84,518
1745:17,302,654,76,58,616,866,650,8,84
1746:101,17,302,654,76,58,616,866,650,8
1751:14202,51158,54638,427,19552,302,654,76,58,616
1756:61,14202,1102,803,2338,9077,559,2537,726,690
1758:1220,17,302,654,76,58,616,866,650,8
1761:17,302,654,76,58,616,866,650,8,65
1767:76,58,616,866,8,65,84,518,669,81
1779:1674,17,302,654,76,58,616,866,650,8
1780:17,302,654,76,58,616,866,650,8,65
1783:7407,17,302,76,58,866,650,8,65,84
1787:19442,1217,76,616,866,29,518,669,81,285
1788:17,302,654,58,616,866,650,8,65,84
1794:427,1930,1832,17,302,654,76,58,616,866
1796:2770,10012,2166,654,650,8,65,84,29,669
1803:709,17,302,654,76,58,616,866,8,65
1820:65,17,302,654,76,58,616,866,650,8
1821:14202,2770,2302,17,302,654,76,58,616,866
1822:3476,2976,10560,6957,17,302,654,58,616,866
1823:39119,1220,17,76,866,650,65,84,669,224
1840:60,1009,616,866,650,65,669,224,81,508
1841:9491,17,302,654,76,58,616,866,650,8
1842:17,302,76,58,616,866,650,8,65,84
1850:28,17,302,654,76,58,616,866,650,8
1853:7037,17,302,654,76,58,616,866,650,8
1854:1039,46215,1387,2848,1744,303,17,302,654,76
1862:65,119,3915,57158,5319,302,616,866,650,65
1880:17,302,654,76,58,616,866,650,8,65
1883:3915,4502,302,1204,13063,31686,302,654,76,58
1890:990,302,654,76,58,616,866,650,8,65
1891:17,302,654,76,58,616,866,650,8,65
1893:185,6011,302,654,76,58,616,866,65,84
1894:18287,654,58,616,866,8,84,29,518,669
1911:17,302,654,76,58,616,866,650,8,65
1912:17,302,654,76,58,616,866,650,8,65
1913:17,302,654,76,58,616,866,650,8,65
1930:48930,17,302,654,76,58,616,866,650,8
1932:95798,33562,30513,17,302,654,76,58,616,866
1950:14202,1548,4254,3465,65,669,224,81,508,15
1951:17,302,654,76,58,616,866,650,8,65
1952:17,76,616,866,8,65,84,518,669,285
2005:8868,119,1217,356,65726,302,76,866,650,29
2017:26739,17,302,654,76,58,616,866,650,8
2025:17,302,654,76,58,616,866,650,8,65
2030:568,17,302,654,76,58,616,866,650,8
2034:17,302,654,76,58,616,866,650,8,65
2038:17,302,654,76,58,616,866,650,8,65
2046:17,302,654,76,58,616,866,650,8,65
2058:12597,12597,17,302,654,76,58,616,866,650
2068:9617,5567,3476,5567,559,1451,1800,1405,17,3728
2070:61,1102,803,2338,9077,2537,84,726,690,1180
2071:650,14202,559,2085,2906,12042,17123,302,76,58
2072:4364,302,654,76,58,616,866,650,29,518
2074:924,4660,17,302,654,76,58,616,866,650
2075:3476,548,28,302,654,76,866,650,8,84
2076:17,302,654,76,58,616,866,650,8,65
2077:8483,10930,656,17,654,76,58,616,650,29
2080:356,16104,17,654,76,58,866,650,65,84
2085:1382,3476,3551,89092,829,11720,16625,12133,17,302
2097:65,709,559,124,18867,967,302,654,58,616
2112:17,302,654,76,58,616,866,650,8,65
2115:65,119,17,302,654,76,58,616,866,650
2116:17,302,654,76,58,616,866,650,8,65
2123:65,17,654,76,58,616,866,650,8,65
2135:1966,1359,17,302,654,76,58,616,866,650
2141:17,302,654,76,58,616,866,650,8,65
2147:3233,3250,13636,398,14750,40393,24718,10007,16911,7682
2154:12657,2677,32577,5010,17,302,654,58,616,866
2160:15,188,30094,4174,322,17,302,76,650,8
2162:661,2012,17,302,654,76,58,616,866,650
2170:709,17,302,76,58,866,650,8,65,84
2177:14500,17,302,654,76,58,616,866,650,8
2184:13683,11522,76,58,616,866,650,8,65,84
2185:17,302,654,76,58,616,866,650,8,65
2187:17,302,654,76,58,616,866,650,8,65
2211:17,302,654,76,58,616,866,650,8,65
2223:533,17,302,654,76,58,616,866,650,8
2243:119,559,17,302,654,76,58,616,866,650
2244:699,1548,3915,1405,124,9943,17,302,654,58
2247:116,6,3250,554,302,654,58,616,866,650
2250:49715,17,302,654,76,58,616,866,650,8
2253:5103,17,302,654,76,58,616,866,650,8
2260:17,302,654,76,58,616,866,650,8,65
2261:8276,1631,9525,302,654,76,58,616,650,65
2262:96,17,302,654,76,58,616,866,650,8
2290:65,8276,2085,285,94,15,1382,65,19197,866
2291:13636,17,76,616,866,8,65,84,29,518
2293:236,4907,84198,17,302,654,76,58,616,866
2301:17,302,654,76,58,616,866,650,8,65
2302:17,302,654,76,58,616,866,650,8,65
2304:17,302,654,76,58,616,866,650,8,65
2318:116,1548,3234,3476,8276,22606,19963,23243,353,1217
2325:302,654,76,58,616,866,650,8,65,84
2335:356,15510,1119,17,302,654,616,866,8,65
2343:17,302,654,76,58,616,866,650,8,65
2346:17,302,654,76,58,616,866,650,8,65
2347:17,302,654,76,58,616,866,650,8,65
2348:179,1874,829,54357,1888,5542,17,302,654,76
2362:17,302,654,76,58,616,866,650,8,65
2363:8276,17,302,76,616,866,650,8,65,84
2364:2655,302,76,616,866,650,8,65,84,29
2369:5638,6098,17,302,654,76,58,616,866,650
2373:953,49219,17,302,654,76,58,616,866,650
2381:1109,17431,17,302,654,76,58,616,866,650
2382:17,302,654,58,616,866,650,8,65,84
2384:17,302,654,76,58,616,866,650,8,65
2385:17,302,76,58,616,866,650,8,65,84
2392:2703,17,302,654,76,58,616,866,650,8
2393:9617,559,1023,17,302,654,76,58,616,866
2394:5465,18867,302,654,76,58,616,866,650,65
2395:17,76,616,866,650,8,65,84,518,669
2399:17,302,654,76,58,616,866,650,8,65
2405:2917,1410,559,356,967,1196,15,6024,17,302
2407:18287,1649,17,302,654,76,58,616,866,650
2408:302,654,76,58,616,866,650,8,65,84
2419:17,302,654,76,58,616,866,650,8,65
2429:17,302,654,76,58,616,866,650,8,65
2447:76,866,8,65,84,29,518,669,224,81
2452:17,302,654,76,58,616,866,650,8,65
2453:17,302,654,76,58,616,866,650,8,65
2454:17,302,654,76,58,616,866,650,8,65
2456:17,76,58,616,866,650,8,65,84,29
2461:1548,8868,1382,3476,13150,10066,1410,9525,6091,18505
2464:967,12883,654,76,58,616,650,8,65,518
2465:119,559,76,58,616,866,650,8,65,84
2469:559,302,76,58,616,866,650,8,65,84
2489:2632,17,302,654,76,58,616,866,650,8
2491:17,302,654,76,58,616,866,650,8,65
2499:50804,1097,17,302,654,76,58,616,866,650
2500:65,709,11626,2480,654,76,58,616,650,8
2501:162,17,302,654,76,58,616,866,650,8
2505:8105,17,654,76,58,616,866,650,65,84
2510:17,302,654,76,58,616,866,650,8,65
2515:116,17,302,654,58,616,866,650,8,65
2518:3928,17,302,654,76,58,616,866,650,8
2520:1039,5312,8546,22121,17,302,654,76,58,616
2521:398,454,3753,302,654,76,58,616,866,650
2524:17,302,654,76,58,616,866,650,8,65
2536:559,967,8683,17,302,76,866,8,65,84
2541:302,654,76,58,866,650,8,84,29,518
2547:17,302,654,76,58,616,866,650,8,65
2553:17,302,654,76,58,616,866,650,8,65
2558:11626,18867,1758,12254,9247,4792,1296,859,74498,6849
2560:645,76,58,616,866,65,84,29,669,224
2563:8276,15453,19984,302,654,76,58,866,650,65
2573:8868,749,14129,7178,76,58,616,866,8,65
2591:17,302,654,76,58,616,866,8,65,84
2596:366,17,302,654,76,58,616,866,650,65
2597:17,302,654,76,58,616,866,650,8,65
2601:17,302,76,58,616,866,650,8,65,84
2604:367,17,302,654,76,58,616,866,650,8
2611:9617,302,654,76,58,616,866,650,8,65
2612:17,302,654,76,58,866,65,84,29,518
2615:76,866,650,8,65,84,29,518,669,224
2625:17,302,654,76,58,616,866,650,8,65
2626:116,699,2897,302,76,616,866,65,84,518
2634:8213,10046,18477,71850,20517,83929,9278,422,17,302
2636:654,76,58,616,866,650,8,84,29,518
2639:17,302,654,76,58,616,866,650,8,65
2650:17,302,654,76,58,616,866,650,8,65
2661:17,302,654,76,58,616,866,650,8,65
2663:17,302,654,76,58,616,866,650,8,65
2666:3250,17,302,654,76,58,616,866,650,8
2676:11524,6759,179,5420,3244,1681,654,10279,8213,1168
2689:74776,17,302,654,76,58,616,866,650,8
2693:790,17,302,654,76,58,616,866,650,8
2708:116,22606,17,302,654,58,616,866,650,8
2709:65,238,1389,17,302,654,76,58,616,866
2713:699,13615,17,302,654,76,58,616,866,650
2715:2259,17,302,654,76,58,616,866,650,8
2716:17,302,654,76,58,616,866,650,8,65
2727:7909,20913,76,58,616,866,650,8,65,84
2730:10520,5871,17,654,76,58,616,866,650,8
2731:12710,18127,76,616,866,650,8,65,84,29
2734:17,302,654,76,58,616,866,650,8,65
2735:17,302,654,76,58,616,866,650,65,84
2737:17,302,654,76,58,616,866,650,8,65
2745:17,302,654,76,58,616,650,8,65,84
2746:17,302,654,76,58,616,866,650,8,65
2748:17,302,654,76,58,616,866,650,8,65
2756:1550,302,654,76,58,616,866,650,8,65
2760:76,650,8,65,84,29,518,669,224,81
2776:8178,17,302,654,76,58,616,866,650,8
2799:17,302,654,76,58,616,866,650,8,65
2802:302,654,76,58,616,866,650,8,65,84
2803:17,302,654,76,58,616,866,650,8,65
2804:17,302,654,76,58,616,866,650,8,65
2805:17,302,654,76,58,616,866,650,8,65
2812:22606,302,654,76,866,650,8,65,29,669
2815:17,302,654,76,58,616,866,650,8,65
2827:699,14202,5017,94,62155,15540,273,8118,366,1764
2831:654,76,58,866,8,65,84,29,518,669
2846:7655,16056,190,387,302,654,76,616,866,650
2848:1217,521,17,654,76,616,866,650,8,65
2853:17,302,654,76,58,616,866,650,8,65
2854:104226,302,654,76,58,616,866,650,8,65
2857:1133,57431,17,302,654,76,58,616,866,650
2858:354,17,76,866,650,65,84,29,669,224
2861:46215,17,302,654,76,58,616,866,650,8
2871:17,302,654,76,58,616,866,650,8,65
2907:116,1109,654,302,654,76,58,616,866,650
2912:17,302,654,76,58,616,866,650,8,65
2914:17,302,654,76,58,866,650,8,65,29
2924:17,302,654,76,58,616,866,650,8,65
2925:17,302,654,76,58,616,866,650,8,65
2947:90863,17,302,654,76,58,616,866,650,8
2951:17,302,654,76,58,616,866,650,8,65
2959:7869,944,17,302,654,76,58,616,866,650
2960:65,17,302,654,76,58,616,866,650,8
2963:1089,17,302,654,76,58,616,866,650,8
2965:17,302,654,76,58,616,866,650,8,65
2967:46215,1287,2268,302,654,76,58,616,866,650
2970:17,302,654,76,58,616,866,650,8,65
2977:3915,59612,17,302,654,76,58,616,866,650
2981:1217,1455,76,866,650,8,65,84,29,518
2989:709,1196,17,302,654,76,58,616,866,650
2990:29000,17,302,654,76,58,616,866,650,8
3002:1247,17,302,654,76,58,616,866,650,8
3004:17,302,654,76,58,616,866,650,8,65
3011:17,302,654,76,58,616,866,650,8,65
3013:17,302,654,76,58,616,866,650,8,65
3037:42168,17,302,654,76,58,616,866,650,8
3038:17,302,654,76,58,616,866,650,8,65
3044:302,654,76,58,616,866,650,8,65,84
3070:17,302,654,58,616,866,650,8,65,84
3081:26821,17,302,654,76,58,616,866,650,8
3100:302,76,616,866,650,8,65,84,29,518
3102:17,302,654,76,58,616,866,650,8,65
3105:17,302,654,76,58,866,650,8,65,84
3107:18867,28943,521,31762,6849,17,302,654,76,58
3110:378,17,302,654,76,58,616,866,650,8
3111:302,654,76,58,616,866,650,8,65,84
3113:17,302,654,76,58,616,866,650,8,65
3121:709,116,1535,8,669,81,70,564,15,322
3125:749,17,302,654,76,58,616,866,650,8
3126:891,17,302,654,76,58,616,866,650,8
3129:8276,559,302,76,616,866,8,65,84,29
3139:17,302,654,76,58,616,650,8,65,84
3144:709,17,302,654,76,58,616,866,650,65
3152:11,236,10217,17,302,654,76,58,616,866
3166:17,302,654,76,58,616,866,650,8,65
3167:43490,17,302,654,76,58,616,866,650,8
3169:559,47872,36134,6292,302,654,76,58,616,866
3170:17,302,654,76,58,616,866,650,8,65
3172:17,302,654,76,58,616,866,650,8,65
3176:14498,5367,5344,76,58,616,866,650,8,65
3183:709,18867,17,654,76,58,616,866,650,8
3184:17,302,654,76,58,616,866,650,8,65
3193:3476,24472,71980,76,58,866,8,65,518,669
3195:17,302,654,76,58,616,866,650,8,65
3220:2059,76,616,866,650,8,65,84,518,669
3229:17,302,654,76,58,616,866,650,8,65
3234:20591,302,654,76,58,616,866,650,65,29
3237:17,302,654,76,58,616,866,650,8,65
3238:65,17,302,654,76,58,616,866,650,8
3239:17,76,58,616,866,650,8,65,84,29
3246:43888,17,302,654,76,58,616,866,650,8
3258:17,654,76,58,650,8,65,84,29,669
3263:18867,17,302,654,76,58,616,866,650,8
3264:17,302,654,76,58,616,866,650,8,65
3277:17,302,654,76,58,616,866,650,8,65
3279:17,302,654,58,616,650,8,65,84,29
3295:17,302,654,76,58,616,866,650,8,65
3305:17,302,654,76,58,616,866,650,8,65
3306:23395,12690,17,302,654,76,58,616,866,650
3308:65,17,302,654,76,58,616,866,650,8
3309:1806,5069,302,76,616,866,650,65,84,29
3319:3003,17,302,654,76,58,616,866,650,8
3320:17,302,654,76,58,616,866,650,8,65
3328:116,76,58,616,866,650,8,65,84,29
3329:17,302,654,76,58,616,866,650,8,65
3335:3476,59585,34983,22008,654,76,58,616,866,650
3346:2375,17,302,654,76,58,616,866,650,8
3352:65,17,302,654,76,58,616,866,650,8
3353:17,302,654,58,616,866,650,8,65,84
3360:2097,1039,12859,302,654,76,58,616,866,650
3374:17,302,654,76,58,616,866,650,8,65
3376:239,17,302,654,76,58,616,866,650,8
3383:29,103598,17,302,654,76,58,616,866,650
3386:776,5747,4212,10675,17,302,654,76,58,616
3411:431,17,302,654,76,58,616,866,650,8
3412:17,302,654,76,58,616,866,650,8,65
3413:119,806,61736,17,302,654,76,58,616,866
3416:12522,17,302,654,76,58,616,866,650,8
3419:750,356,17,654,76,616,866,650,8,65
3421:8803,1806,1348,3213,18391,7407,17,76,866,650
3423:17,302,654,76,58,616,866,650,8,65
3426:17,302,654,76,58,616,866,650,8,65
3428:65,699,1196,4414,285,17,302,654,58,866
3429:302,654,76,650,8,65,84,518,669,224
3431:17,302,654,76,58,616,866,650,8,65
3432:17,302,654,58,616,866,650,8,65,84
3450:9662,21028,17,302,654,76,58,616,866,650
3453:34138,101987,17,302,654,76,58,616,866,650
3475:17,302,654,76,58,616,866,650,8,65
3478:866,650,8,84,518,669,224,81,508,70
3479:1039,726,470,105999,72699,17,302,654,76,58
3480:923,19405,17,302,654,76,616,866,650,8
3490:1217,19963,17,65,84,669,224,81,508,70
3500:65,8868,356,6793,65,20765,16811,16385,654,58
3514:3915,302,616,866,650,8,65,84,29,518
3529:669,17,302,654,76,58,616,866,650,8
3546:273,17,302,654,76,58,866,650,8,65
3547:4942,302,654,76,616,866,8,65,84,29
3551:47764,47764,17,302,654,76,58,616,866,650
3557:17,302,654,76,58,616,866,650,8,65
3572:17,302,654,76,58,616,866,650,8,65
3579:17,76,58,616,866,650,8,65,29,518
3580:17,302,654,76,58,616,866,650,8,65
3593:116,97,224,17,654,76,58,616,866,65
3599:17,302,654,76,58,616,866,650,8,65
3609:116,17,302,654,76,58,616,650,8,65
3610:17,302,654,76,58,616,866,650,8,65
3613:17,302,654,76,58,616,866,650,8,65
3628:4223,17,302,654,76,58,616,866,650,8
3656:65,967,2816,7578,17414,13599,891,17,654,76
3657:1102,427,54999,17,76,58,616,866,650,8
3663:65,699,749,5567,22606,18867,5214,356,9931,573
3674:4414,2317,1558,302,76,58,866,650,8,65
3684:17,302,654,76,58,616,866,650,8,65
3685:6559,17,302,654,76,58,616,866,650,8
3686:2675,17,302,654,76,58,616,866,650,8
3692:13526,17,302,654,76,616,866,650,8,65
3694:17,302,654,76,58,616,866,650,8,65
3701:1039,5848,302,654,76,58,616,866,650,8
3702:901,17,302,654,76,58,616,866,650,8
3717:14202,46215,17,654,76,58,866,65,84,29
3721:14202,10856,654,76,58,616,866,650,65,84
3728:17,302,654,76,58,616,866,650,8,65
3735:262,1217,1405,18867,76,8,65,29,669,224
